web_scraper_order,title,Final Price,Original Price,Rate,item_page_link,Color_Options,image,specs1,specs2,description,
1771794047-246,گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,"۱۷,۰۹۰,۰۰۰",,۴.۴,https://www.digikala.com/product/dkp-16552147/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-galaxy-a06-%D8%AF%D9%88-%D8%B3%DB%8C%D9%85-%DA%A9%D8%A7%D8%B1%D8%AA-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-128-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D9%88-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/,طلاییمشکی,"https://dkstatics-public.digikala.com/digikala-products/f6c87243542da2c3a494f38048ed11da5e7f045a_1727262340.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/f6c87243542da2c3a494f38048ed11da5e7f045a_1727262340.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/32c3b56d79042a07a5880a11a339e7605d069fa0_1752751458.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/f6c87243542da2c3a494f38048ed11da5e7f045a_1727262340.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",فناوری صفحه‌ نمایشPLSPLSنسخه سیستم عاملAndroid 14Android 14رزولوشن دوربین اصلی50 مگاپیکسل50 مگاپیکسلاندازه6.76.7,مشخصات کلینوع گوشی موبایلسیستم عامل اندروید دسته ‌بندیاقتصادی مدلGalaxy A۰۶ زمان معرفی۱۶ آگوست ۲۰۲۴ ابعاد۱۶۷.۳x۷۷.۳x۸ میلی‌متروزن۱۸۹ گرمتوضیحات بدنهقاب جلو از جنس شیشه / قاب پشت و فریم از جنس پلاستیک تعداد سیم کارتدو عددنوع سیم کارتسایز نانو (۸.۸ × ۱۲.۳ میلی‌متر),"Samsung Galaxy A06 یکی از گوشی‌های اقتصادی و جدید سامسونگ است که با طراحی شیک، صفحه‌نمایش بزرگ و باتری قدرتمند، گزینه‌ای ایده‌آل برای کاربران روزمره محسوب می‌شود. این گوشی دارای نمایشگر 6.7 اینچی PLS LCD با رزولوشن 720x1600 پیکسل است که تجربه بصری مناسبی را ارائه می‌دهد. در بخش دوربین، از یک حسگر 50 مگاپیکسلی در کنار دوربین ماکرو 2 مگاپیکسلی استفاده شده است که در شرایط نوری مناسب، تصاویر واضح و باکیفیتی ثبت می‌کند.
سامسونگ در این مدل از پردازنده MediaTek Helio G85 استفاده کرد ...",
1771794050-247,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام - به همراه شارژر 45 وات سامسونگ,"۴۸,۵۹۰,۰۰۰",,۴.۴,https://www.digikala.com/product/dkp-20037443/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-galaxy-a36-%D8%AF%D9%88-%D8%B3%DB%8C%D9%85-%DA%A9%D8%A7%D8%B1%D8%AA-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-256-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D9%88-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D9%88%DB%8C%D8%AA%D9%86%D8%A7%D9%85-%D8%A8%D9%87-%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D8%B4%D8%A7%D8%B1%DA%98%D8%B1-45-%D9%88%D8%A7%D8%AA-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF/,زرد لیموییمشکی,"https://dkstatics-public.digikala.com/digikala-products/ed06aaef3dc403957b12bc70876e78d36e7228a0_1754222964.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/ed06aaef3dc403957b12bc70876e78d36e7228a0_1754222964.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/5c9086f3be6b5f9baec6fa15587f55eecad63cab_1754220614.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/ed06aaef3dc403957b12bc70876e78d36e7228a0_1754222964.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",فناوری صفحه‌ نمایشSuper AMOLEDSuper AMOLEDنسخه سیستم عاملAndroid 15Android 15رزولوشن دوربین اصلی50 مگاپیکسل50 مگاپیکسلاندازه6.76.7,"مشخصات کلینوع گوشی موبایلسیستم عامل اندروید دسته ‌بندی‌میان‌رده مدلGalaxy A۳۶ زمان معرفی۲ مارس ۲۰۲۵ ابعاد۱۶۲.۹x۷۸.۲x۷.۴ میلی‌متروزن۱۹۵ گرمتوضیحات بدنهقاب جلو و پشت از جنس شیشه (Gorilla Glass Victus Plus) /
فریم کناری از جنس پلاستیک قابلیت‌های مقاومتیمقاوم در برابر نفوذ آب مقاوم در برابر نفوذ گرد و غبار تعداد سیم کارتدو عددنوع سیم کارتسایز نانو (۸.۸ × ۱۲.۳ میلی‌متر) ویژگی‌های کلیدیمقاوم در برابر نفوذ آب (تا عمق ۱ متری به مدت ۳۰ دقیقه)","سامسونگ با معرفی Galaxy A36 در سال ۲۰۲۵، بار دیگر استاندارد جدیدی برای گوشی‌های میان‌رده تعریف کرده است. این گوشی با طراحی مدرن و کیفیت ساخت بالا، تجربه‌ای نزدیک به مدل‌های پرچم‌دار ارائه می‌دهد. بدنه‌ای شیشه‌ای با محافظت Gorilla Glass Victus+ در جلو و عقب، در کنار فریم پلاستیکی مقاوم و استاندارد IP67 برای مقاومت در برابر آب و گردوغبار، نشان می‌دهد که سامسونگ به جزئیات اهمیت ویژه‌ای داده است.
نمایشگر ۶.۷ اینچی Super AMOLED با وضوح Full HD+ و نرخ نوسازی ۱۲۰ هرتز، یکی از بهترین ...",
1771794052-248,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,"۳۸,۱۵۰,۰۰۰",,۴.۴,https://www.digikala.com/product/dkp-19241292/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-galaxy-a26-%D8%AF%D9%88-%D8%B3%DB%8C%D9%85-%DA%A9%D8%A7%D8%B1%D8%AA-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-256-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D9%88-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D9%88%DB%8C%D8%AA%D9%86%D8%A7%D9%85-%D8%A8%D9%87-%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D8%B4%D8%A7%D8%B1%DA%98%D8%B1-25-%D9%88%D8%A7%D8%AA-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF/,مشکی,"https://dkstatics-public.digikala.com/digikala-products/4274e0f65c8976dc60d8e2a7e1a3d39ee301ac71_1747575582.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/4274e0f65c8976dc60d8e2a7e1a3d39ee301ac71_1747575582.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/d889f865184d3334cd76d9d2f00f75b6b756acc9_1747667964.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/4274e0f65c8976dc60d8e2a7e1a3d39ee301ac71_1747575582.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",فناوری صفحه‌ نمایشSuper AMOLEDSuper AMOLEDنسخه سیستم عاملAndroid 15Android 15رزولوشن دوربین اصلی50 مگاپیکسل50 مگاپیکسلاندازه6.76.7,"مشخصات کلیریجنویتنام نوع گوشی موبایلسیستم عامل اندروید دسته ‌بندی‌میان‌رده مدلGalaxy A۲۶ زمان معرفی۲ مارس ۲۰۲۵ ابعاد۱۶۴x۷۷.۵x۷.۷ میلی‌متروزن۲۰۰ گرمتوضیحات بدنهقاب جلو و پشت از جنس شیشه (Gorilla Glass Victus+) /
فریم کناری از جنس پلاستیک قابلیت‌های مقاومتیمقاوم در برابر نفوذ آب مقاوم در برابر نفوذ گرد و غبار تعداد سیم کارتدو عددنوع سیم کارتسایز نانو (۸.۸ × ۱۲.۳ میلی‌متر) ویژگی‌های کلیدیدارای گواهی IP۶۷ مقاوم در برابر نفوذ آب و گرد و خاک (تا عمق ۱ متری به مدت ۳۰ دقیقه)","گوشی Samsung Galaxy A26 یکی از جدیدترین اقتصادی‌های سامسونگ است که این در قالب یک میان‌رده به بازار آمده و طراحی زیبا، نمایشگر قدرتمند و پشتیبانی نرم‌افزاری بلندمدت، انتخابی ایده‌آل برای کاربرانی‌ است که خواهان کیفیت و عمر طولانی در گوشی موبایل خود هستند. این گوشی با بدنه‌ای شیشه‌ای از جنس Gorilla Glass Victus+  در جلو و پشت و بهره‌مندی از گواهیIP67  در برابر آب و گرد و غبار نفوذ ناپذیر است و حس یک دستگاه میان‌رده یا حتی پرچمدار را به شما می‌دهد.
نمایشگر ۶.۷ اینچی Super AMOLE ...",
1771794056-250,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 512 گیگابایت و رم 12 گیگابایت - به همراه شارژر 45 واتی سامسونگ,"۲۵۲,۰۰۰,۰۰۰",,۳.۷,https://www.digikala.com/product/dkp-18406250/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-galaxy-s25-ultra-%D8%AF%D9%88-%D8%B3%DB%8C%D9%85-%DA%A9%D8%A7%D8%B1%D8%AA-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-512-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D9%88-%D8%B1%D9%85-12-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D8%A8%D9%87-%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D8%B4%D8%A7%D8%B1%DA%98%D8%B1-45-%D9%88%D8%A7%D8%AA%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF/,مشکیمشکی براق,"https://dkstatics-public.digikala.com/digikala-products/29f686f2fb7ebed7e4c3fcfd9abd3e1aafc898b8_1740235376.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/29f686f2fb7ebed7e4c3fcfd9abd3e1aafc898b8_1740235376.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/e700df7b307749ca60caa11d7f3c7a04d00a9c9f_1756392097.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/29f686f2fb7ebed7e4c3fcfd9abd3e1aafc898b8_1740235376.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",فناوری صفحه‌ نمایشDynamic LTPO AMOLED 2XDynamic LTPO AMOLED 2Xنسخه سیستم عاملAndroid 15Android 15رزولوشن دوربین اصلی200 مگاپیکسل200 مگاپیکسلاندازه6.96.9,"مشخصات کلینوع گوشی موبایلسیستم عامل اندروید دسته ‌بندیپرچم‌دار مدلGalaxy S۲۵ Ultra زمان معرفی۲۲ ژانویه ۲۰۲۵ ابعاد۱۶۲.۸x۷۷.۶x۸.۲ میلی‌متروزن۲۱۸ گرمتوضیحات بدنهپنل جلویی و پشتی از جنس شیشه (Corning Gorilla Armor ۲) /
فریم کناری از جنس تیتانیوم گرید ۵ قابلیت‌های مقاومتیمقاوم در برابر نفوذ آب مقاوم در برابر نفوذ گرد و غبار تعداد سیم کارتدو عددنوع سیم کارتسایز نانو (۸.۸ × ۱۲.۳ میلی‌متر) ویژگی‌های کلیدیدارای استاندارد IP۶۸ و مقاوم در برابر نفوذ آب (تا عمق ۱.۵ متری به مدت ۳۰ دقیقه) /
مجهز به قلم لمسی / 
پشتیبانی از ۷ آپدیت نرم‌افزاری (طبق گفته کمپانی سامسونگ) / 
پشتیبانی از سیستم جدید Samsung DEX / 
مجهز به فناوری Circle to search","سرانجام سامسونگ به انتظارها پایان داد و پرچمدار جدید خود Galaxy S25 Ultra را به بازار معرفی کرد.  این پرچم‌دار که پس از S24 Ultra که یکی از موفق‌ترین پرچمدارهای تاریخ گوشی‌های هوشمند است، به بازار آمده و مسئولیت سنگینی دارد.
از لحاظ طراحی،  S25 Ultraبا فریم تیتانیوم درجه 5 و گوریلا گلس آرمور 2 ساخته شده است که به آن دوام و استحکام فوق‌العاده‌ای بخشیده است. ابعاد دستگاه به اندازه‌ای است که در دست گرفتن آن راحت است و لبه‌های خمیده و وزنی معادل 218 گرم باعث شده است که این گوشی  ...",
1771794058-251,گوشی موبایل اوتل مدل F06 Plus دو سیم کارت,"۱,۴۲۰,۰۰۰",,۳.۶,https://www.digikala.com/product/dkp-20326193/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%A7%D9%88%D8%AA%D9%84-%D9%85%D8%AF%D9%84-f06-plus-%D8%AF%D9%88-%D8%B3%DB%8C%D9%85-%DA%A9%D8%A7%D8%B1%D8%AA/,سرمه ایمشکی,"https://dkstatics-public.digikala.com/digikala-products/dfbfa87901e805262eac540c5b019ec38f4a2664_1757156704.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/166bb9bb772ffd1d05112bb2e1909d614939d531_1756797060.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/0ba9801b70166e33856ab1fb3187cc437071e14c_1756797060.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",اندازه2.42.4,مشخصات کلینوع گوشی موبایلسایر سیستم عامل ها دسته ‌بندیاقتصادی توضیحات بدنهبدنه از جنس پلاستیک تعداد سیم کارتدو عددویژگی‌های کلیدیدارای حافظه کافی برای ذخیره ۳۰۰ مخاطب,,
1771794060-252,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,"۲۳,۷۱۰,۰۰۰",,۴.۶,https://www.digikala.com/product/dkp-20490795/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-galaxy-a17-4g-%D8%AF%D9%88-%D8%B3%DB%8C%D9%85-%DA%A9%D8%A7%D8%B1%D8%AA-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-128-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D9%88-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/,مشکیخاکستری,"https://dkstatics-public.digikala.com/digikala-products/3926f51dfb649d7be789b0365131fe40bce14ce5_1765801514.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/3926f51dfb649d7be789b0365131fe40bce14ce5_1765801514.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/84d175f3f49f9fde309b9d46590b9bd975e3bd7a_1765801531.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/3926f51dfb649d7be789b0365131fe40bce14ce5_1765801514.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",فناوری صفحه‌ نمایشSuper AMOLEDSuper AMOLEDزبان‌های قابل پشتیبانیانگلیسی، فارسیانگلیسی، فارسینسخه سیستم عاملAndroid 15Android 15رزولوشن دوربین اصلی50 مگاپیکسل50 مگاپیکسلنوع قرارگیری کارت حافظهبه صورت مشترک با سیم‌کارت دومبه صورت مشترک با سیم‌کارت دوماندازه6.76.7,مشخصات کلینوع گوشی موبایلسیستم عامل اندروید دسته ‌بندیاقتصادی مدلGalaxy A۱۷ ۴G زمان معرفی۰۶ آگوست ۲۰۲۵ ابعاد۱۶۴.۴x۷۷.۹x۷.۵ میلی‌متروزن۱۹۰ گرمتوضیحات بدنهجلو از جنس شیشه (Goriila Glass Victus) / فریم از جنس پلاستیک / قاب پشتی از جنس الیاف شیشه‌ (Glass Fiber) قابلیت‌های مقاومتیمقاومت در برابر پاشش آب و گرد و غبار تعداد سیم کارتدو عددنوع سیم کارتسایز نانو (۸.۸ × ۱۲.۳ میلی‌متر) ویژگی‌های کلیدیپشتیبانی از ۶ آپدیت نرم افزاری,"گوشی سامسونگ Galaxy A17 یکی از جدیدترین اعضای خانواده اقتصادی و میان‌رده سامسونگ است که با ترکیب طراحی ساده، نمایشگر باکیفیت و باتری قدرتمند به بازار آمده تا پاسخگوی نیاز کاربران روزمره باشد. این گوشی با بدنه‌ای خوش‌دست و وزن متعادل طراحی شده و در عین سادگی، حس مدرن و جوان‌پسندی دارد.
نمایشگر 6.6 اینچی آن از نوع Super AMOLED با رزولوشن +FHD است که رنگ‌ها را زنده و شفاف نشان می‌دهد و تجربه‌ای روان برای تماشای فیلم یا وب‌گردی فراهم می‌کند. سامسونگ در این مدل از نرخ نوسازی 90 هر ...",
1771794063-253,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,"۴۱,۶۵۰,۰۰۰",,۴.۷,https://www.digikala.com/product/dkp-18576389/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-galaxy-a36-%D8%AF%D9%88-%D8%B3%DB%8C%D9%85-%DA%A9%D8%A7%D8%B1%D8%AA-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-128-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D9%88-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/,سبز_ لیموییمشکی,"https://dkstatics-public.digikala.com/digikala-products/ad3d08c4844f2abdc8ef48bf7278b994c1c3eb43_1747563220.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/ad3d08c4844f2abdc8ef48bf7278b994c1c3eb43_1747563220.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/8651eff3abeb0eef2f94b01bb86cccb1f5c578cf_1754491254.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/ad3d08c4844f2abdc8ef48bf7278b994c1c3eb43_1747563220.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",فناوری صفحه‌ نمایشSuper AMOLEDSuper AMOLEDرزولوشن دوربین اصلی50 مگاپیکسل50 مگاپیکسلاندازه6.76.7,"مشخصات کلینوع گوشی موبایلسیستم عامل اندروید دسته ‌بندی‌میان‌رده مدلGalaxy A۳۶ زمان معرفی۲ مارس ۲۰۲۵ ابعاد۱۶۲.۹x۷۸.۲x۷.۴ میلی‌متروزن۱۹۵ گرمتوضیحات بدنهقاب جلو و پشت از جنس شیشه (Gorilla Glass Victus Plus) /
فریم کناری از جنس پلاستیک قابلیت‌های مقاومتیمقاوم در برابر نفوذ آب مقاوم در برابر نفوذ گرد و غبار تعداد سیم کارتدو عددنوع سیم کارتسایز نانو (۸.۸ × ۱۲.۳ میلی‌متر) ویژگی‌های کلیدیمقاوم در برابر نفوذ آب (تا عمق ۱ متری به مدت ۳۰ دقیقه)","سامسونگ با معرفی Galaxy A36 در سال ۲۰۲۵، بار دیگر استاندارد جدیدی برای گوشی‌های میان‌رده تعریف کرده است. این گوشی با طراحی مدرن و کیفیت ساخت بالا، تجربه‌ای نزدیک به مدل‌های پرچم‌دار ارائه می‌دهد. بدنه‌ای شیشه‌ای با محافظت Gorilla Glass Victus+ در جلو و عقب، در کنار فریم پلاستیکی مقاوم و استاندارد IP67 برای مقاومت در برابر آب و گردوغبار، نشان می‌دهد که سامسونگ به جزئیات اهمیت ویژه‌ای داده است.
نمایشگر ۶.۷ اینچی Super AMOLED با وضوح Full HD+ و نرخ نوسازی ۱۲۰ هرتز، یکی از بهترین ...",
1771794065-254,گوشی موبایل آنر مدل 400 دو سیم کارت ظرفیت 512 گیگابایت و رم 12 گیگابایت,"۷۳,۰۰۰,۰۰۰",,۳.۷,https://www.digikala.com/product/dkp-20831994/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%A2%D9%86%D8%B1-%D9%85%D8%AF%D9%84-400-%D8%AF%D9%88-%D8%B3%DB%8C%D9%85-%DA%A9%D8%A7%D8%B1%D8%AA-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-512-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D9%88-%D8%B1%D9%85-12-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/,نقره ایمشکی,"https://dkstatics-public.digikala.com/digikala-products/95d40ef89b42be0a6364068b3ba5844a0555ec89_1762347190.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/bf9e969a2ca5533a7f87ff3f62e0d2e89681f5d1_1762347191.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/a981e55c93494b6def6e3b27689dfb56a4735524_1762347191.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/95d40ef89b42be0a6364068b3ba5844a0555ec89_1762347190.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",فناوری صفحه‌ نمایشAMOLEDAMOLEDنسخه سیستم عاملAndroid 15Android 15رزولوشن دوربین اصلی200 مگاپیکسل200 مگاپیکسلاندازه6.556.55,مشخصات کلینوع گوشی موبایلسیستم عامل اندروید دسته ‌بندی‌میان‌رده مدلHONOR ۴۰۰ زمان معرفی۲۱ می ۲۰۲۵ ابعاد۱۵۶.۵x۷۴.۶x۷.۳ میلی‌متروزن۱۸۴ گرمتوضیحات بدنهقاب پشت و فریم از جنس پلاستیک قابلیت‌های مقاومتیمقاومت در برابر پاشش آب و گرد و غبار تعداد سیم کارتدو عددنوع سیم کارتسایز نانو (۸.۸ × ۱۲.۳ میلی‌متر),پس از تجربه موفق آنر 200 و 300، امسال کمپانی آنر با ارائه گوشی Honor 400 در نظر دارد تا رقبای میان‌رده و حتی پرچمدار خود را به چالش بکشد و تجربه موفق خود را تکرار کند. این گوشی طراحی مدرن و زیبایی دارد و در چهار رنگ مشکی، نقره‌ای، طلایی و آبی آسمانی عرضه شده که هر سلیقه‌ای را به خود جلب کند. باوزن 184 گرمی و ضخامت 7.3 میلیم‌متری یکی از خوش‌دست‌ترین گزینه‌های بازار در سال ۲۰۲۵ محسوب می‌شود و با پشتیبانی از گواهی IP65 و IP66 مقاومت فوق‌العاده‌ای در برابر نفوذ آب و گرد و غبار دا ...,
1771794067-255,گوشی موبایل جنرال لوکس مدل 210 دو سیم کارت ظرفیت 4 مگابایت و رم 16 مگابایت,"۲,۱۲۵,۰۰۰",,۳.۹,https://www.digikala.com/product/dkp-13804408/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%AC%D9%86%D8%B1%D8%A7%D9%84-%D9%84%D9%88%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-210-%D8%AF%D9%88-%D8%B3%DB%8C%D9%85-%DA%A9%D8%A7%D8%B1%D8%AA-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-4-%D9%85%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D9%88-%D8%B1%D9%85-16-%D9%85%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/,مشکی,"https://dkstatics-public.digikala.com/digikala-products/f10777c6d0118285bd7b14bbcd32b0d13db579bf_1733323079.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/bba8902c48f88ea601ce24db4a94f5aaa3e0205b_1703311192.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/1e68c3115bc8192d7ee8914fceaf729fb008ce91_1703311192.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90
https://dkstatics-public.digikala.com/digikala-products/f10777c6d0118285bd7b14bbcd32b0d13db579bf_1733323079.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",رزولوشن دوربین اصلیVGAVGAاندازه2.42.4,مشخصات کلینوع گوشی موبایلسایر سیستم عامل ها دسته ‌بندیاقتصادی مدل۲۱۰ ابعاد۱۳.۸×۵۳.۵×۱۲۰.۸ میلی‌متروزن۸۳.۶ گرمتعداد سیم کارتدو عددنوع سیم کارتسایز اصلی (۱۵ × ۲۵ میلی‌متر),برند جنرال لوکس توانسته است در زمینه گوشی‌های کلاسیک عملکرد بسیار خوبی را به‌نمایش بگذارد و تا به امروز محصولات متنوع و با‌کیفیتی را روانه بازار کند که گوشی جنرال لوکس مدل 210 یکی از آن‌ها است. طراحی کلاسیک، ساده و نوستالژی این گوشی ما را به یاد گوشی‌های قدیمی می‌اندازد و باید بگوییم که در جایگاه یک گوشی کلاسیک، طراحی مناسب و کاربر پسندی دارد. طراحی جمع و جور سبب شده تا فضای کمی را به خودش اختصاص دهد و از طرفی وزن 83.6 گرمی آن هم در استفاده طولانی مدت هیچ خستگی برای دست به‌هم ...,
